external_id,name,slug,parent_external_id,has_shipping,has_brand,metadata
45,"TV, oprema i dijelovi",tv-oprema-i-dijelovi,14,0,0,
46,Bijela tehnika,bijela-tehnika,14,0,0,
47,Video iPod i mp3 playeri,video-ipod-i-mp3-playeri,14,0,0,
51,Muzička oprema i dijelovi,muzicka-oprema-i-dijelovi,67,0,0,
57,Kamere i foto aparati,kamere-i-foto-aparati,14,0,0,
74,Mreže i Komunikacije,mreze-i-komunikacije,5,0,0,
75,Serveri,serveri,5,0,0,
172,Fitness i trening,fitness-i-trening,171,0,0,
174,Vanjski sportovi,vanjski-sportovi,171,0,0,
177,Vodeni sportovi,vodeni-sportovi,171,0,0,
178,Zimski sportovi,zimski-sportovi,171,0,0,
180,Koncerti,koncerti,179,0,0,
181,Kina,kina,179,0,0,
182,Pozorišta,pozorista,179,0,0,
183,Sportski događaji,sportski-dogadjaji,179,0,0,
184,Ostale karte i ulaznice,ostale-karte-i-ulaznice,179,0,0,
200,Lančići i Ogrlice,lancici-i-ogrlice,68,0,0,
202,Prstenje,prstenje,68,0,0,
203,Narukvice,narukvice,68,0,0,
204,Privjesci za nakit,privjesci-za-nakit,68,0,0,
205,Pribor/alat za nakit i satove,priboralat-za-nakit-i-satove,68,0,0,
209,Kućni ljubimci,kucni-ljubimci,208,0,0,
210,Domaće životinje,domace-zivotinje,208,0,0,
212,Oprema za životinje,oprema-za-zivotinje,208,0,0,
217,Tenis,tenis,171,0,0,
225,Mašine i alati,masine-i-alati,224,0,0,
226,Poljoprivreda,poljoprivreda,224,0,0,
227,Biznis,biznis,224,0,0,
228,Građevinarstvo,gradjevinarstvo,224,0,0,
229,Hi-Fi komponente,hi-fi-komponente,67,0,0,
243,Fotografije,fotografije,69,0,0,
244,Ručni Satovi,rucni-satovi,68,0,0,
249,Kućna kina,kucna-kina,14,0,0,
250,Ostalo,ostalo,14,0,0,
252,Dijelovi i oprema,dijelovi-i-oprema-mobiteli,3,0,0,
270,Ostale nekretnine,ostale-nekretnine,2,0,0,
277,Koža i tijelo,koza-i-tijelo,276,0,0,
278,Njega kose i brade,njega-kose-i-brade,276,0,0,
279,Zdravlje,zdravlje,276,0,0,
280,Šminka,sminka,276,0,0,
281,Oralna higijena,oralna-higijena,276,0,0,
282,Ostalo,ostalo,276,0,0,
284,Akcione figure,akcione-figure,283,0,0,
285,Plišane igračke,plisane-igracke,283,0,0,
286,Kockice za djecu,kockice-za-djecu,283,0,0,
287,Igračke na baterije,igracke-na-baterije,283,0,0,
288,Društvene igre,drustvene-igre,283,0,0,
290,Igre za PC i konzole,igre-za-pc-i-konzole,289,0,0,
291,Internet/browser igre,internet-browser-igre,289,0,0,
292,Konzole,konzole,289,0,0,
293,Dijelovi i oprema,dijelovi-i-oprema-video-igre,289,0,0,
294,Ostalo,ostalo,289,0,0,
295,Ostale igračke,ostale-igracke,283,0,0,
305,Audioknjige,audioknjige,16,0,0,
306,Katalozi,katalozi,16,0,0,
307,Knjige,knjige,16,0,0,
312,Magazini,magazini,16,0,0,
313,Ostala literatura,ostala-literatura,16,0,0,
331,Umjetničke slike,umjetnicke-slike,69,0,0,
332,Posteri i plakati,posteri-i-plakati,69,0,0,
333,Skulpture,skulpture,69,0,0,
334,Ostalo,ostalo,69,0,0,
340,Timski sportovi,timski-sportovi,171,0,0,
341,Oprema za ostale sportove,oprema-za-ostale-sportove,171,0,0,
366,Ostalo,ostalo,5,0,0,
368,Kancelarijski materijal/namještaj,kancelarijski-materijal-namjestaj,224,0,0,
369,Ostalo,ostalo,328,0,0,
370,Ostalo,ostalo,224,0,0,
372,Garderoba,garderoba,371,0,0,
373,Uređaji i pribor za bebe,uredaji-i-pribor-za-bebe,371,0,0,
374,Pelene za bebe,pelene-za-bebe,371,0,0,
375,Kolica za bebe,kolica-za-bebe,371,0,0,
376,Krevetići za bebe,krevetici-za-bebe,371,0,0,
377,Igračke za bebe,igracke-za-bebe,371,0,0,
378,Ostala oprema za bebe,ostala-oprema-za-bebe,371,0,0,
388,Ostalo,ostalo,208,0,0,
389,Ostalo,ostalo,67,0,0,
426,Nautika,nautika,1,0,0,
430,Parfemi,parfemi,276,0,0,
431,Naočale,naocale,276,0,0,
433,Medicinska oprema,medicinska-oprema,14,0,0,
434,Stripovi,stripovi,16,0,0,
437,Militarija,militarija,435,0,0,
438,Religija,religija,435,0,0,
439,Značke,znacke,435,0,0,
440,Suveniri,suveniri,435,0,0,
441,Telefonske kartice,telefonske-kartice,435,0,0,
442,Stare ulaznice,stare-ulaznice,435,0,0,
443,Razglednice i čestitke,razglednice-i-cestitke,435,0,0,
444,Numizmatika,numizmatika,435,0,0,
449,Filatelija,filatelija,435,0,0,
453,Zastave,zastave,435,0,0,
454,Ostalo kolekcionarstvo,ostalo-kolekcionarstvo,435,0,0,
456,Antik namještaj,antik-namjestaj,455,0,0,
457,Antik uređaji i aparati,antik-uredaji-i-aparati,455,0,0,
458,Antik keramika i staklo,antik-keramika-i-staklo,455,0,0,
459,"Antik predmeti, pribor i oprema",antik-predmeti-pribor-i-oprema,455,0,0,
460,Narodna nošnja,narodna-nosnja,455,0,0,
461,Antik nakit i satovi,antik-nakit-i-satovi,455,0,0,
463,Ostali antikviteti,ostali-antikviteti,455,0,0,
464,Gramofoni i ploče,gramofoni-i-ploce,455,0,0,
466,Žene,zene,465,0,0,
467,Muškarci,muskarci,465,0,0,
468,Djevojčice,djevojcice,465,0,0,
469,Dječaci,djecaci,465,0,0,
470,Unisex,unisex,465,0,0,
472,Dodaci,dodaci,465,0,0,
631,Tattoo,tattoo,69,0,0,
702,Kupatilo,kupatilo,701,0,0,
703,Kuhinja,kuhinja,701,0,0,
704,Namještaj,namjestaj,701,0,0,
705,Dekoracije,dekoracije,701,0,0,
706,Tekstilni proizvodi,tekstilni-proizvodi,701,0,0,
707,Lampe i rasvjeta,lampe-i-rasvjeta,701,0,0,
708,Grijanje i hlađenje,grijanje-i-hladjenje,701,0,0,
709,"Ćilimi, tepisi, etisoni i ostalo",cilimi-tepisi-etisoni-i-ostalo,701,0,0,
710,Sredstva i uređaji za čišćenje,sredstva-i-uredjaji-za-ciscenje,701,0,0,
711,Vrt biljke i vrtlarstvo,vrt-biljke-i-vrtlarstvo,701,0,0,
712,Bazeni i oprema,bazeni-i-oprema,701,0,0,
713,Sigurnosni uređaji,sigurnosni-uredjaji,701,0,0,
731,Kuhinjski pribor,kuhinjski-pribor,703,1,0,"{\""id\"":731,\""name\"":\""Kuhinjski pribor\"",\""name_singular\"":\""Kuhinjski pribor\"",\""slug\"":\""kuhinjski-pribor\"",\""parent_id\"":703,\""order\"":24,\""desktop_order\"":0,\""top_category\"":false,\""highlighted\"":false,\""shipping_available\"":true,\""sensitive_content\"":false,\""post_option\"":null,\""show_price\"":true,\""show_brand\"":false,\""brand_required\"":false,\""model_required\"":false,\""has_models\"":false,\""show_condition\"":true,\""show_map\"":false,\""listing_fee\"":0,\""booking_enabled\"":false,\""base_listing_price\"":5,\""sub_categories\"":[],\""icon\"":null,\""show_stories\"":false}"
745,Zidni i Stoni Satovi,zidni-i-stoni-satovi,68,0,0,
785,Ponjave,ponjave,455,0,0,
867,Stolarija,stolarija,701,0,0,
868,Ostalo,ostalo,701,0,0,
882,Naušnice,nausnice,68,0,0,
883,Kamperi,kamperi,1,0,0,
884,Prikolice,prikolice,1,0,0,
890,Mjerno-regulacioni instrumenti,mjerno-regulacioni-instrumenti,14,0,0,
891,Radio i walkman uređaji,radio-i-walkman-uredjaji,14,0,0,
897,Pića,pica,896,0,0,
899,Životinjski proizvodi,zivotinjski-proizvodi,896,0,0,
900,Biljni proizvodi,biljni-proizvodi,896,0,0,
901,Dezerti i slastice,dezerti-i-slastice,896,0,0,
902,Ulja i začini,ulja-i-zacini,896,0,0,
908,Mliječni proizvodi,mlijecni-proizvodi,896,0,0,
925,E-knjige,e-knjige,16,0,0,
929,Za automobile,za-automobile,928,0,0,
930,Za motocikle,za-motocikle,928,0,0,
931,Za teretna vozila,za-teretna-vozila,928,0,0,
932,Za bicikle,za-bicikle,928,0,0,
933,Za građevinske mašine,za-gradjevinske-masine,928,0,0,
934,Za autobuse i minibuse,za-autobuse-i-minibuse,928,0,0,
935,Za plovila nautiku,za-plovila-nautiku,928,0,0,
936,Za sve ostalo,za-sve-ostalo,928,0,0,
937,Felge za automobile,,929,0,0,
938,Navigacija/GPS za automobile,,929,0,0,
941,Sjedišta za automobile,,929,0,0,
946,Cijelo ozvučenje za automobile,,929,0,0,
949,Za prikolice,za-prikolice,928,0,0,
1034,Šajbe i prozori za automobile,,929,0,0,
1040,Autobusi i minibusi,autobusi-i-minibusi,1,0,0,
1043,Autosjedalice,autosjedalice,371,0,0,
1046,Telekomunikacije,telekomunikacije,14,0,0,
1052,Sličice i albumi,slicice-i-albumi,435,0,0,
1054,Njega noktiju,njega-noktiju,276,0,0,
1055,Ekstremni sportovi,ekstremni-sportovi,171,0,0,
1061,Motori za automobile,,929,0,0,
1062,Piercing nakit,piercing-nakit,68,0,0,
1079,Limarija za automobile,,929,0,0,
1080,Elektronika i Akustika za automobile,,929,0,0,
1143,Ugostiteljska oprema,ugostiteljska-oprema,224,0,0,
1157,Rashladne i toplotne vitrine,rashladne-i-toplotne-vitrine,224,0,0,
1193,Montažni objekti,montazni-objekti,2,0,0,
1194,Trgovačka oprema,trgovacka-oprema,224,0,0,
1370,Muški parfemi,muski-parfemi,430,1,1,"{\""id\"":1370,\""name\"":\""Muški parfemi\"",\""name_singular\"":\""Muški parfemi\"",\""slug\"":\""muski-parfemi\"",\""parent_id\"":430,\""order\"":10,\""desktop_order\"":0,\""top_category\"":false,\""highlighted\"":false,\""shipping_available\"":true,\""sensitive_content\"":false,\""post_option\"":null,\""show_price\"":true,\""show_brand\"":true,\""brand_required\"":false,\""model_required\"":false,\""has_models\"":false,\""show_condition\"":true,\""show_map\"":false,\""listing_fee\"":0,\""booking_enabled\"":false,\""base_listing_price\"":7,\""sub_categories\"":[],\""icon\"":null,\""show_stories\"":true}"
1418,Oprema za pušače,oprema-za-pusace,328,0,0,
1420,Špijunska oprema,spijunska-oprema,328,0,0,
1425,Seksualna pomagala,seksualna-pomagala,328,0,0,
1427,Razni pokloni,razni-pokloni,328,0,0,
1428,Pirotehnika,pirotehnika,328,0,0,
1432,Školski pribor,skolski-pribor,16,0,0,
1433,Mjenjači za automobile,,929,0,0,
1435,Ležajevi za automobile,,929,0,0,
1436,Katalizatori za automobile,,929,0,0,
1438,Anlaseri za automobile,,929,0,0,
1441,Pakne za automobile,,929,0,0,
1442,Bobine za automobile,,929,0,0,
1443,Airbagovi za automobile,,929,0,0,
1444,Karburatori za automobile,,929,0,0,
1445,Volani za automobile,,929,0,0,
1447,Turbine za automobile,,929,0,0,
1448,Pumpe za automobile,,929,0,0,
1449,Nosači i koferi za automobile,,929,0,0,
1451,Instrument table za automobile,,929,0,0,
1452,Lamele za automobile,,929,0,0,
1457,Haube za automobile,,929,0,0,
1458,Kuke za automobile,,929,0,0,
1459,Vrata za automobile,,929,0,0,
1460,Naslonjači za automobile,,929,0,0,
1461,Patosnice i podmetači za automobile,,929,0,0,
1464,Vanjski izgled za automobile,,929,0,0,
1469,Hladnjaci za automobile,,929,0,0,
1471,Letve volana za automobile,,929,0,0,
1472,Diskovi i pločice za automobile,,929,0,0,
1473,ABS sistemi za automobile,,929,0,0,
1474,Kvačila za automobile,,929,0,0,
1475,Protokomjeri zraka za automobile,,929,0,0,
1477,Ventili za automobile,,929,0,0,
1478,Dizne za automobile,,929,0,0,
1479,Rezervoari za automobile,,929,0,0,
1480,Ventilatori za automobile,,929,0,0,
1487,Kočioni cilindri za automobile,,929,0,0,
1490,Osovine/Mostovi za automobile,,929,0,0,
1495,Tablet PCs,tablet-pcs,3,0,0,
1504,Školjke automobila,,929,0,0,
1519,Igračke za dječake,igracke-za-djecake,283,0,0,
1520,Igračke za djevojčice,igracke-za-djevojcice,283,0,0,
1522,Lajsne i pragovi za automobile,,929,0,0,
1523,Automobili u dijelovima,,929,0,0,
1524,Auto klime,,929,0,0,
1552,Knjige i dokumenti,knjige-i-dokumenti,455,0,0,
1553,Antik slike i gobleni,antik-slike-i-gobleni,455,0,0,
1567,"Bass, woofer i kutije za automobile",,929,0,0,
1569,Nosiljke za bebe,nosiljke-za-bebe,371,0,0,
1570,Pojačala za automobile,,929,0,0,
1571,Hodalice za bebe,hodalice-za-bebe,371,0,0,
1572,Ležaljke/Sjedalice za bebe,lezaljkesjedalice-za-bebe,371,0,0,
1573,Antik predmeti od metala,antik-predmeti-od-metala,455,0,0,
1604,Kondenzatori za automobile,,929,0,0,
1605,Skretnice za automobile,,929,0,0,
1606,Equalizer za automobile,,929,0,0,
1612,Zaštite (sigurnosne) za automobile,,929,0,0,
1613,Alarmi za automobile,,929,0,0,
1616,Felge s gumama za automobile,,929,0,0,
1618,Lafete za automobile,,929,0,0,
1619,Tapacirung za automobile,,929,0,0,
1621,Kardani za automobile,,929,0,0,
1622,Kompresori za automobile,,929,0,0,
1624,Glavčine za automobile,,929,0,0,
1633,Repromaterijal za nakit,repromaterijal-za-nakit,68,0,0,
1636,Poluge i dukati,poluge-i-dukati,68,0,0,
1712,Figurice,figurice,435,0,0,
1714,Prerada hrane,prerada-hrane,896,0,0,
1715,Digitroni/Kalkulatori,digitroni-kalkulatori,14,0,0,
1717,Vodoinstalacije i oprema,vodoinstalacije-i-oprema,701,0,0,
1726,Svjećice za automobile,,929,0,0,
1736,Maske i maskiranje,maske-i-maskiranje,328,0,0,
1742,Salvete,salvete,435,0,0,
1749,Grijači za automobile,,929,0,0,
1751,Zaštite haube za automobile,,929,0,0,
1759,Plinski uređaji za automobile,,929,0,0,
1760,Remenovi za automobile,,929,0,0,
1761,Borilački sportovi,borilacki-sportovi,171,0,0,
1766,Karteri za automobile,,929,0,0,
1768,Alternatori za automobile,,929,0,0,
1773,Turističke usluge,turisticke-usluge,2159,0,0,
1780,Satelitska oprema,satelitska-oprema,14,0,0,
1788,Kilometar satovi za automobile,,929,0,0,
1789,Dihtung za automobile,,929,0,0,
1790,Board kompjuteri za automobile,,929,0,0,
1792,Maketarstvo/Modelarstvo,maketarstvo-modelarstvo,435,0,0,
1805,Keramičke pločice,keramicke-plocice,701,0,0,
1811,Bregaste osovine za automobile,,929,0,0,
1815,Planinarenje i alpinizam,planinarenje-i-alpinizam,171,0,0,
1838,Elektromaterijal,elektromaterijal,14,0,0,
1881,Muzičke linije,muzicke-linije,67,0,0,
1887,Veš mašine i Sušilice,ves-masine-i-susilice,,1,1,"{\""id\"":1887,\""name\"":\""Veš mašine i Sušilice\"",\""name_singular\"":\""Veš mašine i Sušilice\"",\""slug\"":\""ves-masine-i-susilice\"",\""parent_id\"":338,\""order\"":12,\""desktop_order\"":0,\""top_category\"":false,\""highlighted\"":false,\""shipping_available\"":true,\""sensitive_content\"":false,\""post_option\"":null,\""show_price\"":true,\""show_brand\"":true,\""brand_required\"":false,\""model_required\"":false,\""has_models\"":false,\""show_condition\"":true,\""show_map\"":false,\""listing_fee\"":0,\""booking_enabled\"":false,\""base_listing_price\"":6,\""sub_categories\"":[],\""icon\"":null,\""show_stories\"":true}"
1913,Oprema za zaštitu na radu,oprema-za-zastitu-na-radu,224,0,0,
1922,Diktafoni/Snimači,diktafoni-snimaci,14,0,0,
1947,"Materijali, dijelovi i oprema",materijali-dijelovi-i-oprema,224,0,0,
1968,Pisaće mašine,pisace-masine,455,0,0,
1990,Muzički instrumenti,muzicki-instrumenti,67,0,0,
1991,Tobogani i igraonice,tobogani-i-igraonice,283,0,0,
2011,Termometri,termometri,14,0,0,
2012,Metlice brisača za automobile,,929,0,0,
2035,Džepni satovi,dzepni-satovi,68,0,0,
2050,Radio amaterski uređaji i oprema,radio-amaterski-uredjaji-i-oprema,14,0,0,
2069,Termostati za automobile,,929,0,0,
2076,Smartwatch (pametni satovi),smartwatch-pametni-satovi,3,0,0,
2093,DVD/Blu-ray player,dvd-blu-ray-player,14,0,0,
2094,Podizači stakala za automobile,,929,0,0,
2095,Šarafi felgi za automobile,,929,0,0,
2096,TV boxovi,tv-boxovi,14,0,0,
2101,Španeri/Remenice za automobile,,929,0,0,
2105,Kinetički zglobovi za automobile,,929,0,0,
2106,Usisne grane za automobile,,929,0,0,
2107,Krajnice za automobile,,929,0,0,
2115,Dronovi (RC letjelice),dronovi-rc-letjelice,14,0,0,
2121,Sportski pehari i oznake,sportski-pehari-i-oznake,435,0,0,
2124,Duple komande za automobile,,929,0,0,
2127,Motorne sanke,motorne-sanke,1,0,0,
2128,Nosači motora i mjenjača za automobile,,929,0,0,
2129,Virtuelna realnost (VR uređaji),virtuelna-realnost-vr-uredjaji,14,0,0,
2138,Klipovi za automobile,,929,0,0,
2139,Glave motora za automobile,,929,0,0,
2141,Radilice za automobile,,929,0,0,
2142,Doboši točka/kočioni za automobile,,929,0,0,
2146,Dijelovi za satove,dijelovi-za-satove,68,0,0,
2147,Posteljina/ogradica za krevet,posteljina-ogradica-za-krevet,371,0,0,
2149,Hoverboard,hoverboard,14,0,0,
2152,Posude tečnosti za automobile,,929,0,0,
2157,Reduktori za automobile,,929,0,0,
2160,Auto moto i nautika,auto-moto-i-nautika,2159,0,0,
2175,Dom i kancelarija,dom-i-kancelarija,2159,0,0,
2197,Edukacija i obrazovanje,edukacija-i-obrazovanje,2159,0,0,
2209,Pravo i finansije,pravo-i-finansije,2159,0,0,
2218,Građevinarstvo,gradjevinarstvo,2159,0,0,
2239,"Ljepota, njega i medicinske usluge",ljepota-njega-i-medicinske-usluge,2159,0,0,
2250,Transport i promet,transport-i-promet,2159,0,0,
2260,Ostale usluge i servisi,ostale-usluge-i-servisi,2159,0,0,
2268,Informatika i Telekomunikacije,informatika-i-telekomunikacije,2159,0,0,
2277,"Gastro, zabava i organizacija",gastro-zabava-i-organizacija,2159,0,0,
2296,Web development i dizajn,web-development-i-dizajn,2286,0,0,
2297,"Zdravstvo, farmacija i socijalna zaštita",zdravstvo-farmacija-i-socijalna-zastita,2286,0,0,
2298,Administracija,administracija-knjigovodstvo,2286,0,0,
2299,Građevinarstvo i geodezija,gradjevinarstvo-i-geodezija,2286,0,0,
2300,Autoindustrija,autoindustrija,2286,0,0,
2301,"Briga o djeci, starima i domaćinstvu",briga-o-djeci-starima-i-domacinstvu,2286,0,0,
2302,Elektrotehnika i mašinstvo,elektrotehnika-masinstvo,2286,0,0,
2303,Ekonomija i finansije,ekonomija-menadzment,2286,0,0,
2304,IT i telekomunikacije,informatika-i-telekomunikacije,2286,0,0,
2305,"Instalacije, održavanje i popravak",instalacije-odrzavanje-i-popravak,2286,0,0,
2306,Ljepota i zdravlje,ljepota-i-zdravlje,2286,0,0,
2307,"Ljudski resursi, pravo",ljudski-resursi-pravo,2286,0,0,
2308,"Osiguranje, sigurnost i zaštita",osiguranje-sigurnost-i-zastita,2286,0,0,
2309,Obrazovanje i nauka,obrazovanje-i-nauka,2286,0,0,
2310,Ostali poslovi,ostali-poslovi,2286,0,0,
2311,Poljoprivreda i šumarstvo,poljoprivreda-i-sumarstvo,2286,0,0,
2312,Prodaja/Komercijala,prodajakomercijala,2286,0,0,
2313,Tekstilna industrija,tekstilna-industrija,2286,0,0,
2314,"Transport, logistika i špedicija",transport-logistika-i-spedicija,2286,0,0,
2315,Turizam i ugostiteljstvo,turizam-i-ugostiteljstvo,2286,0,0,
2316,"Umjetnost, kultura, mediji",umjetnost-kultura-mediji,2286,0,0,
2317,"Menadžment,upravljanje i savjetovanje",menadzmentupravljanje-i-savjetovanje,2286,0,0,
2320,Crijeva za automobile,,929,0,0,
2321,Stabilizatori za automobile,,929,0,0,
2322,Diferencijali za automobile,,929,0,0,
2328,Releji za automobile,,929,0,0,
2332,IoT,iot,14,0,0,
2338,Marketing i posredovanje,marketing-i-posredovanje,2159,0,0,
2341,"Dizajn, print i štampa",dizajn-print-i-stampa,2159,0,0,
2344,Arhitektura i projektovanje,arhitektura-i-projektovanje,2286,0,0,
2345,Stolarija i keramika,stolarija-i-keramika,2286,0,0,
2346,Moleraj i tapetarija,moleraj-i-tapetarija,2286,0,0,
2347,"Veterina, stočarstvo i ribarstvo",veterina-stocarstvo-i-ribarstvo,2286,0,0,
2348,Solarna oprema,solarna-oprema,14,0,0,
2350,Auto kamere,,929,0,0,
2353,Kožice mjenjača za automobile,,929,0,0,
2392,Bluetooth zvučnici,bluetooth-zvucnici,14,0,0,
2393,Kederi za automobile,,929,0,0,
2407,Kriptovalute,kriptovalute,5,0,0,
2411,Mining rigovi,mining-rigovi,5,0,0,
2423,Marketing/PR,marketing-i-oglasavanje,2286,0,0,
2425,Papučice za automobile,,929,0,0,
2429,eBook readeri,ebook-readeri,3,0,0,
2437,Rampe goriva za automobile,,929,0,0,
2439,Balans štange za automobile,,929,0,0,
2441,Motorići i klapne grijanja za automobile,,929,0,0,
2445,"Kopče, žabice i spojke za automobile",,929,0,0,
2450,Ručne kočnice za automobile,,929,0,0,
2451,Display/Ekran za automobile,,929,0,0,
2452,Distanceri za automobile,,929,0,0,
2453,Roletne/daske gepeka za automobile,,929,0,0,
2456,Poklopci/Zaštite motora za automobile,,929,0,0,
2457,ATV / UTV / Quad,atv-utv-quad,1,0,0,
2458,Sigurnosni pojasevi za automobile,,929,0,0,
2459,Nosači/Grede branika za automobile,,929,0,0,
2460,Špule volana za automobile,,929,0,0,
2462,Cerade za automobile,,929,0,0,
2463,Makaze i držači haube za automobile,,929,0,0,
2466,Kutije za satove i nakit,kutije-za-satove-i-nakit,68,0,0,
2467,Broševi i bedževi,brosevi-i-bedzevi,68,0,0,
2472,Birači brzina za automobile,,929,0,0,
2477,Razvodnici paljenja za automobile,,929,0,0,
2478,Tablice za vozila,tablice-za-vozila,435,0,0,
2483,Baglame vrata za automobile,,929,0,0,
2485,Dekla motora za automobile,,929,0,0,
2488,Nosači farova za automobile,,929,0,0,
2489,Nosači alternatora za automobile,,929,0,0,
2491,"ECU jedinice, procesori i kompjuteri za automobile",,929,0,0,
2497,Paketi proizvoda,paketi-proizvoda,896,0,0,
2500,Žetoni,zetoni,435,0,0,
2502,Uređaji za zagrijavanje duhana,uredjaji-za-zagrijavanje-duhana,14,0,0,
2516,Graničnici vrata za automobile,,929,0,0,
2517,Poklopci i čepovi rezervoara za automobile,,929,0,0,
2518,"Šprice, brisači i motorići farova za automobile",,929,0,0,
2520,Nosači i plastike akumulatora za automobile,,929,0,0,
2524,"Kristali, drago i poludrago kamenje",kristali-drago-i-poludrago-kamenje,68,0,0,
2530,Vitla za automobile,,929,0,0,
2531,Ikone i levhe,ikone-i-levhe,69,0,0,
2541,Električne cigarete,elektricne-cigarete,14,0,0,
2543,Smart sistemi,smart-sistemi,14,0,0,
2548,Umjetne trepavice,umjetne-trepavice,276,0,0,
2549,Sirene i tasteri za automobile,,929,0,0,
2551,Zaštitne maske i rukavice,zastitne-maske-i-rukavice,276,0,0,
2553,Dijelovi i oprema za motorne pile (Motorke),dijelovi-i-oprema-za-motorne-pile-motorke,225,1,0,"{\""id\"":2553,\""name\"":\""Dijelovi i oprema za motorne pile (Motorke)\"",\""name_singular\"":\""Dijelovi i oprema za motorne pile (Motorke)\"",\""slug\"":\""dijelovi-i-oprema-za-motorne-pile-motorke\"",\""parent_id\"":225,\""order\"":36,\""desktop_order\"":0,\""top_category\"":false,\""highlighted\"":false,\""shipping_available\"":true,\""sensitive_content\"":false,\""post_option\"":null,\""show_price\"":true,\""show_brand\"":false,\""brand_required\"":false,\""model_required\"":false,\""has_models\"":false,\""show_condition\"":true,\""show_map\"":false,\""listing_fee\"":0,\""booking_enabled\"":false,\""base_listing_price\"":5,\""sub_categories\"":[],\""icon\"":null,\""show_stories\"":false}"
2554,Plakete,plakete,435,0,0,
2556,Lupe/povećala,lupe-povecala,14,0,0,
2560,Oprema za pakovanje,oprema-za-pakovanje,224,0,0,
2562,Montesori za djecu,montesori-za-djecu,283,0,0,
2569,Nosači hladnjaka za automobile,,929,0,0,
2570,Nosači ventilatora za automobile,,929,0,0,
2571,Manžetne za automobile,,929,0,0,
2576,Nosači osovina za automobile,,929,0,0,
2580,Blende za radio automobila,,929,0,0,
2583,Vandleri za automobile,,929,0,0,
2589,Motori šibera za automobile,,929,0,0,
2592,Industrijske grijalice/Topovi,industrijske-grijalice-topovi,224,0,0,
2593,Teleskopi i oprema,teleskopi-i-oprema,14,0,0,
2594,Poštanska sandučad,postanska-sanducad,701,0,0,
2595,Docking stations,docking-stations,5,0,0,
2598,Vakumi turbina za automobile,,929,0,0,
2600,Oprema za mining rigove,oprema-za-mining-rigove,5,0,0,
2602,Grafički tableti,graficki-tableti,5,0,0,
2603,Mjerači i šipke ulja za automobile,,929,0,0,
2623,Nosači blatobrana za automobile,,929,0,0,
2624,Nosači auspuha za automobile,,929,0,0,
2629,Snorkel za automobile,,929,0,0,
2633,Aparati / Varilice za pakovanja,aparati-varilice-za-pakovanja,224,0,0,
2639,Vakum boca za automobile,,929,0,0,
2644,Moduli airbegova za automobile,,929,0,0,
2655,Filteri za vodu,"",701,0,0,
2656,Potražnja,potraznja,328,0,0,
2657,Poklanjam (darujem),poklanjam-darujem,328,0,0,
2661,Rezervni točkovi za automobile,,929,0,0,
2662,Dijelovi i oprema za dronove,"",14,0,0,
2664,Punjači za električna vozila,,929,0,0,
2668,Stan na dan,"",2,0,0,
2672,Skladišta i hale,skladista-i-hale,2,0,0,
2675,"Ulja, maziva i boje",ulja-maziva-i-boje,224,0,0,
2678,Gnijezda za bebe,"",371,0,0,
2679,Hranilice za bebe,"",371,0,0,
2680,Ljulje za bebe,"",371,0,0,
2681,Podloge za bebe,"",371,0,0,
2682,Izdajalice za mlijeko,izdajalice-za-mlijeko,371,0,0,
2683,Torbe za mame,torbe-za-mame,371,0,0,
2684,Noše za bebe,"",371,0,0,
2685,Monitori za bebe,"",371,0,0,
2686,Kadice za bebe,"",371,0,0,
2687,Flašice/cucle,"",371,0,0,
2688,Njega za bebe,"",371,0,0,
2690,Dekice za bebe,"",371,0,0,
2691,Igraonice za bebe,"",371,0,0,
2692,Siperak za bebe,"",371,0,0,
